0.7460572241842865	0.7535038860843081	0.7420998910716916	0.7592806135517849
0.7091681483781607	0.7167412370074765	0.7057948268571569	0.7217239944219962
1.181275937432601	1.1960534033250545	1.1708243684615782	1.1989538373116655
1.1168209487403638	1.131874007086904	1.105636690627168	1.1360201136625918
1.7006309997535556	1.7216703543617562	1.683605558574648	1.7248282240766195
1.6013234899163076	1.625705852760759	1.5886123874857097	1.6304421920482735
1.3445126568871428	1.3392971892722787	1.3488691481715918	1.3450747828343381
1.2931026461184998	1.2885009148841313	1.3004667775754328	1.295654870270973
2.166754116918062	2.154309990957305	2.162117949151067	2.1544128453783524
2.069918948653079	2.0622856408137293	2.069776643269343	2.06133066301054
3.156349180612042	3.139904467537932	3.1505122723487937	3.1340668291717937
3.002456302663411	2.9916783805193194	3.0049078324101792	2.985943208252512
